Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Jonathan Andresen,Jérémie Juneau,Sébastien Lemire,Vincent Palin-Bussières,Steve Tardif,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 1","Rochebaucourt",7,1,31,1,26,2,68,137
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 2","Saint-Dominique-du-Rosaire",35,7,69,1,60,3,175,356
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 3","Val-Saint-Gilles",28,0,38,0,21,2,89,180
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 4","Berry",7,3,17,0,26,1,54,100
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 5","Saint-Nazaire-de-Berry",21,3,64,0,33,1,122,263
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 6","Normétal",28,7,67,4,30,3,139,271
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 7","Normétal",24,2,81,3,57,4,171,345
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 8","Guyenne",12,1,37,0,8,2,60,111
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 9","Authier-Nord",21,3,40,3,30,2,99,274
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 10","Saint-Vital-de-Clermont",30,6,93,3,62,6,200,359
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 11","Saint-Lambert",12,3,40,0,25,3,83,149
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 12","La Morandière",19,1,40,1,14,1,76,170
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 13","Chazel",19,5,48,0,35,0,107,220
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 14","Saint-Félix-de-Dalquier",29,8,106,3,75,9,230,460
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 15","Saint-Félix-de-Dalquier",26,3,47,0,51,2,129,301
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 16","La Reine",41,3,57,0,23,2,126,235
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 17","Amos",48,8,87,1,40,1,185,541
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 18","Amos",28,6,67,0,33,0,134,371
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 19","Amos",30,6,96,0,29,4,165,428
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 20","Amos",19,1,77,1,28,1,127,345
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 21","Amos",18,1,53,0,16,1,89,300
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 22","Amos",33,5,60,2,31,1,132,373
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 23","Amos",20,3,29,3,19,2,76,365
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 24","Amos",41,5,68,1,21,0,136,443
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 25","Amos",19,7,42,0,22,1,91,338
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 26","La Sarre",24,4,112,0,39,3,182,405
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 27","La Sarre",30,5,92,4,34,0,165,401
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 28","La Sarre",26,9,77,0,34,0,146,323
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 29","La Sarre",31,5,83,1,34,3,157,361
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 30","La Sarre",23,7,47,0,23,3,103,301
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 31","La Sarre",14,3,44,1,21,5,88,224
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 32","La Sarre",44,0,60,1,15,0,120,294
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 33","La Sarre",29,4,42,0,17,0,92,275
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 34","La Sarre",23,1,51,2,17,1,95,295
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 35","La Sarre",29,4,57,2,23,2,117,314
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 36","La Sarre",34,1,62,3,29,5,134,482
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 37","La Sarre",33,3,110,1,37,1,185,433
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 38","La Sarre",57,4,97,2,32,4,196,502
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 39","La Sarre",32,7,98,1,37,3,178,487
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 40","La Sarre",38,4,105,5,42,1,195,485
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 41","Champneuf",10,3,15,0,11,3,42,88
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 42","Dupuy",39,5,92,1,31,6,174,354
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 43","Dupuy",31,5,111,2,53,1,203,386
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 44","Macamic",20,3,93,2,29,6,153,411
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 45","Macamic",17,4,48,0,9,1,79,245
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 46","Macamic",21,0,49,1,9,1,81,225
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 47","Macamic",30,5,55,1,40,0,131,324
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 48","Macamic",13,4,56,0,17,2,92,264
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 49","Authier",21,2,54,3,23,0,103,222
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 50","Colombourg",46,9,126,1,54,24,260,515
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 51","Villemontel",29,3,42,1,24,2,101,222
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 52","La Ferme",49,8,87,2,43,3,192,415
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 53","Villemontel",20,9,49,1,43,4,126,257
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 54","La Ferme",18,1,26,0,7,1,53,157
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 55","Pikogan",96,15,42,2,9,2,166,446
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 56","Launay",19,4,54,2,18,5,102,176
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 57","Sainte-Hélène-de-Mancebourg",31,3,98,0,25,6,163,294
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 58","Amos",34,2,54,0,33,2,125,368
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 59","Amos",17,1,46,1,19,1,85,378
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 60","Amos",27,7,62,7,21,2,126,391
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 61","Amos",24,7,58,2,31,2,124,328
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 62","Amos",20,5,65,2,31,3,126,351
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 63","Amos",29,6,55,1,30,2,123,425
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 64","Amos",34,10,68,2,24,3,141,363
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 65","Amos",55,10,106,0,72,6,249,595
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 66","Amos",18,6,78,1,49,4,156,361
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 67","Amos",44,9,60,0,27,3,143,383
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 68","Amos",39,2,86,1,36,4,168,364
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 69","Amos",30,12,72,1,32,4,151,416
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 70","Amos",42,9,77,0,41,4,173,503
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 71","Amos",11,4,65,1,43,5,129,378
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 72","Amos",34,7,80,0,43,4,168,420
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 73","Taschereau",26,5,84,1,52,6,174,341
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 74","Laferté",28,5,84,1,52,4,174,382
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 75","Landrienne",30,6,91,0,54,5,186,308
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 76","Landrienne",44,5,110,1,64,7,231,471
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 77","Clerval",45,2,92,4,31,3,177,309
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 78","Poularies",17,2,74,3,23,4,123,258
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 79","Poularies",22,7,74,0,35,1,139,284
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 80","Palmarolle",51,6,146,2,49,0,254,407
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 81","Palmarolle",61,2,127,2,30,0,222,397
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 82","Palmarolle",45,4,93,3,29,0,174,306
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 83","Barville",23,3,54,0,36,4,120,285
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 84","Barraute",26,1,66,0,37,2,132,372
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 85","Barraute",22,0,48,0,33,0,103,282
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 86","Barraute",22,2,63,1,23,1,112,269
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 87","Barraute",28,2,55,3,25,2,115,292
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 88","Saint-Marc-de-Figuery",51,4,117,1,47,4,224,402
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 89","Saint-Marc-de-Figuery",43,11,68,1,36,4,163,344
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 90","Sainte-Gertrude-Manneville",33,5,90,3,64,2,197,359
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 91","Manneville",16,3,67,0,45,4,135,239
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 92","Saint-Mathieu-d'Harricana",38,4,74,0,31,3,150,265
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 93","Saint-Mathieu-d'Harricana",68,7,111,1,34,3,224,356
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 94","Sainte-Germaine-Boulé",50,7,144,1,28,3,233,332
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 95","Sainte-Germaine-Boulé",31,6,103,0,42,6,188,349
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 96","Gallichan",40,4,103,2,63,3,215,409
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 97","Roquemaure",22,1,90,2,43,2,160,304
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 98","La Corne",23,2,95,3,45,6,174,299
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 99","La Corne",52,3,101,2,65,3,226,402
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 100","Rouyn-Noranda",31,3,106,3,41,5,189,322
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 101","Rapide-Danseur",21,1,72,4,47,3,148,286
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 102","Preissac",51,5,112,2,107,9,286,481
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 103","La Motte",53,5,90,3,51,9,211,397
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 104","Rouyn-Noranda",47,8,108,2,53,6,224,368
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 105","Duparquet",24,2,54,2,31,5,118,264
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 106","Duparquet",29,1,80,2,38,2,152,298
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 107","Rouyn-Noranda",36,8,123,5,46,5,223,415
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 108","Preissac",51,3,103,4,45,3,209,345
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 109","Rouyn-Noranda",54,9,106,3,66,1,239,435
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 110","Rouyn-Noranda",44,11,84,4,43,5,191,338
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 111","Rouyn-Noranda",46,3,99,1,22,1,172,403
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 112","Rouyn-Noranda",43,5,86,0,17,1,152,332
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 113","Rouyn-Noranda",19,9,80,2,24,0,134,355
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 114","Rouyn-Noranda",35,5,87,2,29,8,166,483
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 115","Rouyn-Noranda",40,10,107,9,24,1,191,438
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 116","Rouyn-Noranda",50,5,137,0,42,0,234,540
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 117","Rouyn-Noranda",69,8,94,0,30,1,202,461
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 118","Rouyn-Noranda",19,11,86,1,39,6,162,409
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 119","Rouyn-Noranda",23,8,85,5,20,5,146,325
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 120","Rouyn-Noranda",21,10,34,18,24,5,112,298
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 121","Rouyn-Noranda",27,8,72,6,14,1,128,330
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 122","Rouyn-Noranda",47,15,83,1,20,2,168,380
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 123","Rouyn-Noranda",26,2,52,1,17,5,103,320
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 124","Rouyn-Noranda",27,4,57,1,14,2,105,299
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 125A","Rouyn-Noranda",7,3,29,1,11,0,51,244
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 125B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°521,,,,,,,0
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 126","Rouyn-Noranda",18,2,38,0,10,2,70,265
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 127","Rouyn-Noranda",37,10,75,1,38,2,163,465
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 128","Rouyn-Noranda",26,5,33,1,15,1,81,165
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 129","Rouyn-Noranda",53,8,99,1,15,2,178,383
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 130","Rouyn-Noranda",29,4,68,3,17,0,121,266
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 131","Rouyn-Noranda",38,8,68,0,15,2,131,283
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 132","Rouyn-Noranda",40,6,99,0,4,4,153,381
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 133","Rouyn-Noranda",40,8,120,2,11,0,181,406
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 134","Rouyn-Noranda",64,5,79,3,25,2,178,407
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 135","Rouyn-Noranda",44,4,54,1,30,1,134,260
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 136","Rouyn-Noranda",60,7,83,4,17,3,174,440
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 137","Rouyn-Noranda",60,1,109,3,15,0,188,355
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 138","Rouyn-Noranda",55,8,71,0,20,2,156,356
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 139","Rouyn-Noranda",38,4,55,0,22,2,121,364
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 140","Rouyn-Noranda",56,7,97,0,30,1,191,470
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 141","Rouyn-Noranda",38,3,82,0,11,0,134,295
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 142","Rouyn-Noranda",34,3,55,0,18,0,110,258
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 143","Rouyn-Noranda",17,2,59,5,21,3,107,373
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 144","Rouyn-Noranda",29,7,55,3,23,2,119,373
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 145","Rouyn-Noranda",18,5,54,2,26,2,107,361
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 146","Rouyn-Noranda",23,5,72,0,21,3,124,340
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 147","Rouyn-Noranda",28,3,57,3,25,3,119,294
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 148","Rouyn-Noranda",21,8,58,4,17,1,109,295
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 149","Rouyn-Noranda",19,5,41,0,7,2,74,259
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 150","Rouyn-Noranda",51,4,59,1,14,1,130,350
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 151","Rouyn-Noranda",54,11,83,2,29,5,184,388
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 152","Rouyn-Noranda",32,6,59,2,12,0,111,307
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 153","Rouyn-Noranda",31,12,68,4,23,0,138,343
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 154","Rouyn-Noranda",31,6,76,0,23,0,136,369
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 155","Rouyn-Noranda",52,0,78,0,17,2,149,410
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 156","Rouyn-Noranda",41,9,107,0,46,0,203,436
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 157","Rouyn-Noranda",71,5,99,0,37,4,216,451
24002,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 158","Rouyn-Noranda",50,5,67,3,19,0,144,293
